ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
928,WP1167A Programme Manager for CTS Engagement Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/928,digital-outcomes-and-specialists,digital-specialists,programmeManager,Government Digital Service,digital.cabinet-office.gov.uk,London,2016-11-24,1 week,3 months,19.0,1.0,20.0,awarded,Methods Business and Digital Technology Limited,medium,34720.0,2017-1-5
921,ACAS Digital Discovery phase project,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/921,digital-outcomes-and-specialists,digital-outcomes,,"Acas (Advisory, Conciliation and Arbitration Service)",acas.org.uk,London,2016-09-13,2 weeks,Completion of Discovery,54.0,11.0,65.0,closed,,,,
922,Q3 eCR Release,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/922,digital-outcomes-and-specialists,digital-outcomes,,Lancashire Care NHS Foundation Trust,lancashirecare.nhs.uk,North West England,2016-09-13,2 weeks,,2.0,,2.0,closed,,,,
924,Discovery phase for Website & Intranet,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/924,digital-outcomes-and-specialists,digital-outcomes,,Gloucestershire Hospitals NHS Foundation Trust,nhs.net,South West England,2016-09-13,2 weeks,,56.0,6.0,62.0,awarded,Corporation Pop,small,8300.0,2016-11-15
933,Development of a quality performance reporting metrics management app,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/933,digital-outcomes-and-specialists,digital-outcomes,,Lancashire Care NHS Foundation Trust,lancashirecare.nhs.uk,North West England,2016-09-14,2 weeks,,15.0,1.0,16.0,closed,,,,
937,User researcher for Forest Law Enforcement and Governance (FLEGT) licence validation service,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/937,digital-outcomes-and-specialists,digital-specialists,userResearcher,"Department for Business, Energy and Industrial Strategy",brdo.bis.gsi.gov.uk,London,2016-09-21,1 week,4 weeks,12.0,4.0,16.0,closed,,,,
942,New Style of IT Technical Design Uplift,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/942,digital-outcomes-and-specialists,digital-outcomes,,"Ministry of Defence, ISS Corsham",mod.uk,South West England,2016-09-15,2 weeks,4 months with the option to extend to 24 months,6.0,7.0,13.0,closed,,,,
946,DWP Central Payment System Work Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/946,digital-outcomes-and-specialists,digital-outcomes,,Department for Work and Pensions,dwp.gsi.gov.uk,North West England,2016-09-15,2 weeks,1/11/2016 to 31/3/2017,5.0,4.0,9.0,closed,,,,
947,Home Office Digital Data & Technology- End User Compute Delivery Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/947,digital-outcomes-and-specialists,digital-outcomes,,Home Office - Digital Data & Technology,homeoffice.gsi.gov.uk,London,2016-09-20,2 weeks,1 year with option for a further 6 month extension,6.0,6.0,12.0,closed,,,,
948,Home Office National Law Enforcement Data Programme (NLEDP) Planning Delivery Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/948,digital-outcomes-and-specialists,digital-specialists,deliveryManager,Home Office,homeoffice.gsi.gov.uk,London,2016-09-15,1 week,9 months with the option to extend to the maximum two year term allowed.,46.0,7.0,53.0,awarded,AHE Partnership,micro,156600.0,2016-11-01
949,Home Office Biometrics (HOB) - Biometric Technical Services,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/949,digital-outcomes-and-specialists,digital-outcomes,,Home Office Biometrics (HOB),homeoffice.gsi.gov.uk,London,2016-09-16,2 weeks,24 months,1.0,5.0,6.0,closed,,,,
967,"Data architecture, analysis and modelling",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/967,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,"The Department for Business, Energy and Industrial Strategy.",digital.bis.gov.uk,South West England,2016-09-16,1 week,Approximately 12 months (possibly shorter).,24.0,4.0,28.0,closed,,,,
963,Deliver new Drupal 8 website for National Physical Laboratory,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/963,digital-outcomes-and-specialists,digital-outcomes,,National Physical Laboratory,npl.co.uk,Offsite,2016-09-16,2 weeks,6 months,30.0,4.0,34.0,closed,,,,
962,Business Analyst (Service Mapping),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/962,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,"Department for Business, Energy & Industrial Strategy",digital.bis.gov.uk,London,2016-09-16,1 week,6 months,38.0,9.0,47.0,closed,,,,
961,DVSA Digital Delivery Partner (s),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/961,digital-outcomes-and-specialists-2,digital-outcomes,,Driver and Vehicle Standards Agency (DVSA),dsa.gsi.gov.uk,East Midlands,2017-02-27,2 weeks,up to 2 years,7.0,17.0,24.0,closed,,,,
960,New Style of IT (NSoIT) Managed Evolution Red Applications De-Risk,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/960,digital-outcomes-and-specialists,digital-outcomes,,"ISS, Joint Forces Command, Ministry of Defence",mod.uk,South West England,2016-09-16,2 weeks,funding is for discovery phase & subject to approval of successful discovery findings onto alpha,12.0,10.0,22.0,closed,,,,
976,Resource Augmentation for BaNCS Development & Live Support of the DWP Technology Children Platform,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/976,digital-outcomes-and-specialists,digital-outcomes,,Department for Work and Pensions (DWP),dwp.gsi.gov.uk,North East England,2016-09-22,2 weeks,2 years,3.0,1.0,4.0,closed,,,,
982,SFADAS15-03 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/982,digital-outcomes-and-specialists,digital-specialists,userResearcher,Skills Funding Agency,sfa.bis.gov.uk,West Midlands,2016-09-22,1 week,2 years but may shorter depending on progress towards delivering the strands of work,13.0,1.0,14.0,closed,,,,
979,HMCTS Change Portfolio – Digital Business Architects,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/979,digital-outcomes-and-specialists,digital-outcomes,,HM Courts and Tribunal Service (HMCTS),justice.gsi.gov.uk,London,2016-09-21,2 weeks,2 years. First SOW will be for a 60 Working Day duration with other SOWs developed over the term.,13.0,13.0,26.0,awarded,Capgemini UK plc,large,4130000.0,2016-12-5
974,SQL Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/974,digital-outcomes-and-specialists,digital-specialists,developer,"Public Health England, Centre for Radiation, Chemical & Environmental Hazards",phe.gov.uk,South East England,2016-09-19,1 week,Estimated 35 person-days to complete the enhancements,12.0,2.0,14.0,closed,,,,
980,SFADAS15-02 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/980,digital-outcomes-and-specialists,digital-specialists,userResearcher,Skills Funding Agency,sfa.bis.gov.uk,West Midlands,2016-09-22,1 week,2 years but may shorter depending on progress towards delivering the strands of work,13.0,2.0,15.0,closed,,,,
972,Front-End Web Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/972,digital-outcomes-and-specialists,digital-specialists,developer,Public Health England,phe.gov.uk,London,2016-09-19,1 week,"Up to 31st March 2017, then reviewed",21.0,3.0,24.0,closed,,,,
971,PR - 0204 - Business Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/971,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,"Department for Business, Energy & Industrial Strategy",bis.gov.uk,London,2016-09-19,1 week,6 months,36.0,10.0,46.0,closed,,,,
970,SFADAS15-01 User Researcher,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/970,digital-outcomes-and-specialists,digital-specialists,userResearcher,Skills Funding Agency,sfa.bis.gov.uk,West Midlands,2016-09-22,1 week,2 years but may shorter depending on progress towards delivering of the strands of work,14.0,2.0,16.0,closed,,,,
973,Full-Stack Web Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/973,digital-outcomes-and-specialists,digital-specialists,developer,Public Health England,phe.gov.uk,London,2016-09-19,1 week,"Up to 31st March 2017, then reviewed",21.0,3.0,24.0,closed,,,,
993,Solution Architect: PS-16-193,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/993,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-26,1 week,12 months,24.0,3.0,27.0,closed,,,,
992,Java Developer Resource PS/16/202,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/992,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-22,1 week,12 months,20.0,3.0,23.0,closed,,,,
991,Java Developer Resource PS/16/201,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/991,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-22,1 week,12 months,18.0,2.0,20.0,closed,,,,
990,PU-17/0189 Security Engineer for Survey Data Collection Platform,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/990,digital-outcomes-and-specialists,digital-specialists,securityConsultant,Office for National Statistics,ons.gsi.gov.uk,Wales,2016-09-29,1 week,Likely to be until 31/03/17 at earliest,18.0,,18.0,closed,,,,
988,Java Developer Resource PS/16/200,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/988,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-22,1 week,12 months,23.0,3.0,26.0,closed,,,,
987,ITS Cloud Application Developer (3),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/987,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-20,1 week,6 months,15.0,2.0,17.0,closed,,,,
986,ITS Cloud Application developer (2),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/986,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-20,1 week,6 months,15.0,3.0,18.0,closed,,,,
985,ITS Cloud Application Developer (1),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/985,digital-outcomes-and-specialists,digital-specialists,developer,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-20,1 week,6 months,16.0,3.0,19.0,closed,,,,
989,ITS Cloud System Developer (4),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/989,digital-outcomes-and-specialists,digital-specialists,developer,Driver & Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-20,1 week,6 Months,14.0,2.0,16.0,closed,,,,
1002,DevOps Lead Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1002,digital-outcomes-and-specialists,digital-specialists,webOperations,Innovate UK,innovateuk.gov.uk,South West England,2016-09-21,2 weeks,Upto a year based on initial Sow followed by implementation.,25.0,5.0,30.0,closed,,,,
1001,"Additional technical resource for Innovation Funding Service (IFS), a user-centred digital service",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1001,digital-outcomes-and-specialists,digital-outcomes,,Innovate UK,innovateuk.gov.uk,South West England,2016-09-22,2 weeks,"Upto 12 months (possibly shorter), sufficient to launch service into Public Beta (est. Spring 2017)",23.0,10.0,33.0,closed,,,,
999,Digital enablement of care integration,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/999,digital-outcomes-and-specialists,digital-outcomes,,NEL CSU,nelcsu.nhs.uk,London,2016-09-23,2 weeks,1 November 2016 – 31 March 2017 in first instance - potentially renewable,7.0,,7.0,closed,,,,
997,Solution Architect: PS-16-192,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/997,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,Driver and Vehilce Licensing Agency,dvla.gsi.gov.uk,Wales,2016-09-26,1 week,12 months,25.0,4.0,29.0,closed,,,,
995,"OR-0002 - Data architecture, analysis and modelling Research & Innovation Funding Service",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/995,digital-outcomes-and-specialists,digital-outcomes,,"The Department for Business, Energy and Industrial Strategy.",bis.gov.uk,South West England,2016-09-21,2 weeks,"Approx 12 months (maybe shorter), sufficient to launch the service into Public Beta (Spring 2017)",20.0,4.0,24.0,closed,,,,
998,Project Manager for External Website Redevelopment,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/998,digital-outcomes-and-specialists,digital-specialists,productManager,The Pensions Regulator,thepensionsregulator.gsi.gov.uk,South East England,2016-09-26,1 week,Approximately 6 months,27.0,4.0,31.0,closed,,,,
1005,OR-0003 - Research and Innovation Funding Service (RIFS) requires a professional service design team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1005,digital-outcomes-and-specialists,digital-outcomes,,"The Department for Business, Energy and Industrial Strategy.",bis.gov.uk,South West England,2016-09-26,2 weeks,"Approx 12 months (maybe shorter), sufficient to launch the service into Public Beta (Spring 2017)",20.0,1.0,21.0,closed,,,,
1006,OPG-012 Technical Architect,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1006,digital-outcomes-and-specialists,digital-specialists,technicalArchitect,Office of the Public Guardian,publicguardian.gsi.gov.uk,West Midlands,2016-09-27,1 week,6 months,23.0,4.0,27.0,closed,,,,
1008,Creating Asset Management Capacity,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1008,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,Environment Agency,environment-agency.gov.uk,South West England,2016-09-22,1 week,6 months,20.0,4.0,24.0,closed,,,,
1009,User Researcher for NOMS Digital Studio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1009,digital-outcomes-and-specialists,digital-specialists,userResearcher,National Offender Management Service (NOMS),justice.gsi.gov.uk,Yorkshire and the Humber,2016-09-22,1 week,"6 months minimum, up to 24 months",14.0,2.0,16.0,closed,,,,
1013,"Home Office Digital, Data and Technology - Core Technology Infrastructure Delivery Partner",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1013,digital-outcomes-and-specialists,digital-outcomes,,"Home Office Digital, Data and Technology",homeoffice.gsi.gov.uk,London,2016-09-27,2 weeks,1 year with option for a further 6 month extension,11.0,8.0,19.0,closed,,,,
1012,IT Problem Management Team,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1012,digital-outcomes-and-specialists,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2016-09-26,2 weeks,6 Months,7.0,7.0,14.0,closed,,,,
1020,UK SBS IT16205 MANTID data reduction framework - phase 3,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1020,digital-outcomes-and-specialists,digital-outcomes,,"ISIS Neutron and Muon Source, STFC",uksbs.co.uk,South East England,2016-09-29,2 weeks,2 years,6.0,2.0,8.0,awarded,Tessella Limited,large,1152984.23,2017-01-19
1018,UK SBS IT16204 Development of IBEX Instrument Control System phase 2,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1018,digital-outcomes-and-specialists,digital-outcomes,,"ISIS Neutron and Muon Source, STFC",uksbs.co.uk,South East England,2016-09-29,2 weeks,2 years,3.0,1.0,4.0,awarded,Tessella Limited,large,1083427.5,2017-01-02
1019,OPG-013 Senior WebOps Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1019,digital-outcomes-and-specialists,digital-specialists,webOperations,Office of the Public Guardian,publicguardian.gsi.gov.uk,West Midlands,2016-09-28,1 week,12 months,18.0,4.0,22.0,closed,,,,
1021,Department for Transport Digital Data Index Discovery,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1021,digital-outcomes-and-specialists,digital-outcomes,,Department for Transport,dft.gsi.gov.uk,London,2016-09-26,2 weeks,2 months,21.0,12.0,33.0,closed,,,,
1029,Review and consolidation of requirements,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1029,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,Environment Agency,environment-agency.gov.uk,South West England,2016-09-27,1 week,Up to 6 weeks,19.0,5.0,24.0,closed,,,,
1033,Appeals Management Solution for the VTS,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1033,digital-outcomes-and-specialists,digital-outcomes,,Valuation Tribunal Service,vts.gsi.gov.uk,London,2016-10-03,2 weeks,,13.0,8.0,21.0,closed,,,,
1036,MetSIS(S)-Op Server & Storage,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1036,digital-outcomes-and-specialists,digital-outcomes,,Met Office,metoffice.gov.uk,Offsite,2016-09-28,2 weeks,3 months,4.0,4.0,8.0,cancelled,,,,
1037,WP1167B Delivery Manager for CTS,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1037,digital-outcomes-and-specialists,digital-specialists,deliveryManager,Government Digital Service,digital.cabinet-office.gov.uk,London,2016-11-24,1 week,3 months,25.0,1.0,26.0,awarded,Badenoch & Clark,large,39370.0,2017-1-5
1045,Cyber Operations Centre Policy Specialist,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1045,digital-outcomes-and-specialists,digital-specialists,securityConsultant,Home Office,homeoffice.gsi.gov.uk,North West England,2016-10-13,1 week,3 months,14.0,5.0,19.0,closed,,,,
1047,Security Testing Engagement Partner,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1047,digital-outcomes-and-specialists,digital-outcomes,,Met Office,metoffice.gov.uk,Offsite,2016-09-30,2 weeks,"18 months, plus a possible 6 month extension",9.0,8.0,17.0,awarded,NCC Services Limited. Trading as NCC Group.,large,120000.0,2017-02-10
1053,Individual Specialist - ScrumMaster,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1053,digital-outcomes-and-specialists,digital-specialists,deliveryManager,Registers of Scotland,ros.gov.uk,Scotland,2016-10-04,1 week,,18.0,5.0,23.0,closed,,,,
1051,Individual Specialist -  Business Analyst,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1051,digital-outcomes-and-specialists,digital-specialists,businessAnalyst,Registers of Scotland,ros.gov.uk,Scotland,2016-10-03,1 week,,28.0,7.0,35.0,closed,,,,
1068,Health and Justice Transformation Programme – Temporary Detention,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1068,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-04,2 weeks,Fibe months with possible six month extension,2.0,1.0,3.0,closed,,,,
1069,PU-17/0199 ONS API Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1069,digital-outcomes-and-specialists,digital-specialists,developer,Office for National Statistics,ons.gsi.gov.uk,Wales,2016-10-06,1 week,5 months,23.0,2.0,25.0,closed,,,,
1073,PU-17/0201 ONS DevOps Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1073,digital-outcomes-and-specialists,digital-specialists,developer,Office for National Statistics,ons.gsi.gov.uk,Wales,2016-10-06,1 week,5 months,21.0,3.0,24.0,closed,,,,
1076,Health and Justice Transformation Programme – Project Management,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1076,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-04,2 weeks,Five months with possible six month extension,7.0,1.0,8.0,closed,,,,
1077,Health and Justice Transformation Programme – Police Custody,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1077,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-04,2 weeks,Five months with possible six month extension,2.0,1.0,3.0,closed,,,,
1071,PU-17/0200 ONS ElasticSearch Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1071,digital-outcomes-and-specialists,digital-specialists,developer,Office for National Statistics,ons.gsi.gov.uk,Wales,2016-10-06,1 week,5 months,15.0,2.0,17.0,closed,,,,
1067,Health and Justice Transformation Programme – Temporary Detention,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1067,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-04,2 weeks,Five months plus possibility of six months extension,3.0,1.0,4.0,closed,,,,
1065,Data analytics implementation opportunity,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1065,digital-outcomes-and-specialists,digital-outcomes,,livin Housing Limited,livin.co.uk,North East England,2016-10-04,2 weeks,,6.0,1.0,7.0,closed,,,,
1064,Health and Justice Transformation Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1064,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-04,2 weeks,Five months with possible six month extension,3.0,1.0,4.0,closed,,,,
1063,Transformation Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1063,digital-outcomes-and-specialists,digital-outcomes,,NEL Commissioning Support Unit,nelcsu.nhs.uk,London,2016-10-04,2 weeks,3 months with possible extension,10.0,,10.0,closed,,,,
1062,TECHNICAL SUPPORT FOR ALPHA 1 ASSESSMENT  PHASE OF DEFENCE LEARNING AND MANAGEMENT CAPABILITY (DLMC),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1062,digital-outcomes-and-specialists,digital-outcomes,,Ministry of Defence,mod.uk,South West England,2016-10-04,2 weeks,To 31st March 2017,5.0,5.0,10.0,closed,,,,
1060,WP1161 Provision of WebOps(x2 roles) to support the GAAP Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1060,digital-outcomes-and-specialists,digital-outcomes,,"Government Digital Service, Cabinet Office",digital.cabinet-office.gov.uk,London,2016-10-05,2 weeks,,18.0,2.0,20.0,awarded,Methods Business and Digital Technology Limited,medium,146380.0,2017-1-4
1059,Individual Specialist - ScrumMaster,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1059,digital-outcomes-and-specialists,digital-specialists,deliveryManager,Registers of Scotland,ros.gov.uk,Scotland,2016-10-04,1 week,,28.0,3.0,31.0,closed,,,,
1058,Primary Care digital optimisation step change,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1058,digital-outcomes-and-specialists,digital-outcomes,,NEL CSU,nelcsu.nhs.uk,London,2016-10-04,2 weeks,31 March 2017,6.0,2.0,8.0,closed,,,,
1089,ITS Legacy Migration (1),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1089,digital-outcomes-and-specialists,digital-outcomes,,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-10-05,2 weeks,12 months,7.0,2.0,9.0,closed,,,,
1088,IT Strategic Support,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1088,digital-outcomes-and-specialists,digital-specialists,portfolioManager,NHS Dudley CCG,ardengemcsu.nhs.uk,West Midlands,2016-10-05,2 weeks,6 months,16.0,2.0,18.0,closed,,,,
1086,PR- 0210  Product Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1086,digital-outcomes-and-specialists,digital-specialists,productManager,"Polaris House is the primary site.The secondary site is at BEIS HQ in Victoria, London.",bis.gov.uk,South West England,2016-10-06,1 week,3 months + Possible 3 month extension,15.0,5.0,20.0,closed,,,,
1090,ITS Legacy Migration (2),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1090,digital-outcomes-and-specialists,digital-outcomes,,Driver and Vehicle Licensing Agency,dvla.gsi.gov.uk,Wales,2016-10-05,2 weeks,12 months,8.0,4.0,12.0,closed,,,,
1081,Planning and building a new website for the School Games,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1081,digital-outcomes-and-specialists,digital-outcomes,,Youth Sport Trust,youthsporttrust.org,London,2016-10-05,2 weeks,"Initially until 31/08/17, but with the option to extend to 2 years.",74.0,7.0,81.0,awarded,Torchbox Ltd,medium,200000.0,2016-11-01
1094,Live Services - Service Now Capability,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1094,digital-outcomes-and-specialists,digital-outcomes,,Home Office,homeoffice.gsi.gov.uk,London,2016-10-10,2 weeks,6 months,7.0,3.0,10.0,closed,,,,
1092,Web Ops for NOMS Digital Studio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1092,digital-outcomes-and-specialists,digital-specialists,webOperations,National Offender Management Service (NOMS),justice.gsi.gov.uk,Yorkshire and the Humber,2016-10-06,1 week,"6 months minimum, up to 24 months",19.0,1.0,20.0,closed,,,,
1091,Discovery Exercise for IT System Supporting Regulation of RSHP (Registered Social Housing Providers),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1091,digital-outcomes-and-specialists,digital-outcomes,,Department for Communities,communities-ni.gov.uk,Offsite,2016-10-06,2 weeks,4 Weeks,23.0,2.0,25.0,closed,,,,
1102,"Home Office Digital, Data and Technology (HODDat) Agile Coach",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1102,digital-outcomes-and-specialists,digital-specialists,agileCoach,Home Office,homeoffice.gsi.gov.uk,London,2016-10-18,1 week,6 months initially with the option to extend,38.0,6.0,44.0,awarded,Interact Consulting Limited,small,156600.0,2016-12-01
1115,Delivery Manager for NOMS Digital Studio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1115,digital-outcomes-and-specialists,digital-specialists,deliveryManager,National Offender Management Service (NOMS),justice.gsi.gov.uk,Yorkshire and the Humber,2016-10-10,1 week,"6 months minimum, up to 24 months",25.0,4.0,29.0,closed,,,,
1114,Health Research Authority website redevelopment project - Alpha and Beta,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1114,digital-outcomes-and-specialists,digital-outcomes,,Health Research Authority,nhs.net,Offsite,2017-01-11,2 weeks,Four months,62.0,5.0,67.0,awarded,Torchbox Ltd,medium,60000.0,2017-02-07
1116,Product Manager for NOMS Digital Studio,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/1116,digital-outcomes-and-specialists,digital-specialists,productManager,National Offender Management Service (NOMS),justice.gsi.gov.uk,Yorkshire and the Humber,2016-10-10,1 week,"6 months minimum, up to 24 months",17.0,5.0,22.0,closed,,,,
